
Lmod is automatically replacing "intel/2020.1.217" with "gcc/9.3.0".
  Created initial grid job: gamma=2, theta=-675.00, xs=2025.16
  Created initial grid job: gamma=2, theta=-675.00, xs=2700.00
  Created initial grid job: gamma=2, theta=0.00, xs=0.66
  Created initial grid job: gamma=2, theta=0.00, xs=675.49
  Created initial grid job: gamma=2, theta=0.00, xs=1350.33
  Created initial grid job: gamma=2, theta=0.00, xs=2025.16
  Created initial grid job: gamma=2, theta=0.00, xs=2700.00
  Created initial grid job: gamma=2, theta=675.00, xs=0.66
  Created initial grid job: gamma=2, theta=675.00, xs=675.49
  Created initial grid job: gamma=2, theta=675.00, xs=1350.33
  Created initial grid job: gamma=2, theta=675.00, xs=2025.16
  Created initial grid job: gamma=2, theta=675.00, xs=2700.00
  Created initial grid job: gamma=2, theta=1350.00, xs=0.66
  Created initial grid job: gamma=2, theta=1350.00, xs=675.49
  Created initial grid job: gamma=2, theta=1350.00, xs=1350.33
  Created initial grid job: gamma=2, theta=1350.00, xs=2025.16
  Created initial grid job: gamma=2, theta=1350.00, xs=2700.00
  Created Level 0 box: gamma=2, theta=[-1350.0,-675.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=2, theta=[-1350.0,-675.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=2, theta=[-1350.0,-675.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=2, theta=[-1350.0,-675.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=2, theta=[-675.0,0.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=2, theta=[-675.0,0.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=2, theta=[-675.0,0.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=2, theta=[-675.0,0.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=2, theta=[0.0,675.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=2, theta=[0.0,675.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=2, theta=[0.0,675.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=2, theta=[0.0,675.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=2, theta=[675.0,1350.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=2, theta=[675.0,1350.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=2, theta=[675.0,1350.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=2, theta=[675.0,1350.0], xs=[2025.2,2700.0]
  Created initial grid job: gamma=1, theta=-1350.00, xs=0.66
  Created initial grid job: gamma=1, theta=-1350.00, xs=675.49
  Created initial grid job: gamma=1, theta=-1350.00, xs=1350.33
  Created initial grid job: gamma=1, theta=-1350.00, xs=2025.16
  Created initial grid job: gamma=1, theta=-1350.00, xs=2700.00
  Created initial grid job: gamma=1, theta=-675.00, xs=0.66
  Created initial grid job: gamma=1, theta=-675.00, xs=675.49
  Created initial grid job: gamma=1, theta=-675.00, xs=1350.33
  Created initial grid job: gamma=1, theta=-675.00, xs=2025.16
  Created initial grid job: gamma=1, theta=-675.00, xs=2700.00
  Created initial grid job: gamma=1, theta=0.00, xs=0.66
  Created initial grid job: gamma=1, theta=0.00, xs=675.49
  Created initial grid job: gamma=1, theta=0.00, xs=1350.33
  Created initial grid job: gamma=1, theta=0.00, xs=2025.16
  Created initial grid job: gamma=1, theta=0.00, xs=2700.00
  Created initial grid job: gamma=1, theta=675.00, xs=0.66
  Created initial grid job: gamma=1, theta=675.00, xs=675.49
  Created initial grid job: gamma=1, theta=675.00, xs=1350.33
  Created initial grid job: gamma=1, theta=675.00, xs=2025.16
  Created initial grid job: gamma=1, theta=675.00, xs=2700.00
  Created initial grid job: gamma=1, theta=1350.00, xs=0.66
  Created initial grid job: gamma=1, theta=1350.00, xs=675.49
  Created initial grid job: gamma=1, theta=1350.00, xs=1350.33
  Created initial grid job: gamma=1, theta=1350.00, xs=2025.16
  Created initial grid job: gamma=1, theta=1350.00, xs=2700.00
  Created Level 0 box: gamma=1, theta=[-1350.0,-675.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=1, theta=[-1350.0,-675.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=1, theta=[-1350.0,-675.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=1, theta=[-1350.0,-675.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=1, theta=[-675.0,0.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=1, theta=[-675.0,0.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=1, theta=[-675.0,0.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=1, theta=[-675.0,0.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=1, theta=[0.0,675.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=1, theta=[0.0,675.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=1, theta=[0.0,675.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=1, theta=[0.0,675.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=1, theta=[675.0,1350.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=1, theta=[675.0,1350.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=1, theta=[675.0,1350.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=1, theta=[675.0,1350.0], xs=[2025.2,2700.0]
  Created initial grid job: gamma=0, theta=-1350.00, xs=0.66
  Created initial grid job: gamma=0, theta=-1350.00, xs=675.49
  Created initial grid job: gamma=0, theta=-1350.00, xs=1350.33
  Created initial grid job: gamma=0, theta=-1350.00, xs=2025.16
  Created initial grid job: gamma=0, theta=-1350.00, xs=2700.00
  Created initial grid job: gamma=0, theta=-675.00, xs=0.66
  Created initial grid job: gamma=0, theta=-675.00, xs=675.49
  Created initial grid job: gamma=0, theta=-675.00, xs=1350.33
  Created initial grid job: gamma=0, theta=-675.00, xs=2025.16
  Created initial grid job: gamma=0, theta=-675.00, xs=2700.00
  Created initial grid job: gamma=0, theta=0.00, xs=0.66
  Created initial grid job: gamma=0, theta=0.00, xs=675.49
  Created initial grid job: gamma=0, theta=0.00, xs=1350.33
  Created initial grid job: gamma=0, theta=0.00, xs=2025.16
  Created initial grid job: gamma=0, theta=0.00, xs=2700.00
  Created initial grid job: gamma=0, theta=675.00, xs=0.66
  Created initial grid job: gamma=0, theta=675.00, xs=675.49
  Created initial grid job: gamma=0, theta=675.00, xs=1350.33
  Created initial grid job: gamma=0, theta=675.00, xs=2025.16
  Created initial grid job: gamma=0, theta=675.00, xs=2700.00
  Created initial grid job: gamma=0, theta=1350.00, xs=0.66
  Created initial grid job: gamma=0, theta=1350.00, xs=675.49
  Created initial grid job: gamma=0, theta=1350.00, xs=1350.33
  Created initial grid job: gamma=0, theta=1350.00, xs=2025.16
  Created initial grid job: gamma=0, theta=1350.00, xs=2700.00
  Created Level 0 box: gamma=0, theta=[-1350.0,-675.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=0, theta=[-1350.0,-675.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=0, theta=[-1350.0,-675.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=0, theta=[-1350.0,-675.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=0, theta=[-675.0,0.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=0, theta=[-675.0,0.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=0, theta=[-675.0,0.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=0, theta=[-675.0,0.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=0, theta=[0.0,675.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=0, theta=[0.0,675.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=0, theta=[0.0,675.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=0, theta=[0.0,675.0], xs=[2025.2,2700.0]
  Created Level 0 box: gamma=0, theta=[675.0,1350.0], xs=[0.7,675.5]
  Created Level 0 box: gamma=0, theta=[675.0,1350.0], xs=[675.5,1350.3]
  Created Level 0 box: gamma=0, theta=[675.0,1350.0], xs=[1350.3,2025.2]
  Created Level 0 box: gamma=0, theta=[675.0,1350.0], xs=[2025.2,2700.0]
Initial grid: 25 jobs created, 64 boxes at level 0
=== BOX-BASED INITIALIZATION COMPLETE: 100 pending jobs ===
Starting client on platocpu040
Port: 25444 Host: platocpu039
Server Mode: false
Early Termination (Sundials): false
Remote actor spawned
Connected to remote actor at platocpu039:25444
Job completed: gg=3, theta=675.000, xs=0.659, uq=1.000000, runtime=42.668s
Job completed: gg=3, theta=1350.000, xs=2700.000, uq=1.000000, runtime=42.802s
Job completed: gg=3, theta=-675.000, xs=675.494, uq=1.000000, runtime=42.866s
Job completed: gg=3, theta=675.000, xs=675.494, uq=1.000000, runtime=43.060s
Job completed: gg=3, theta=1350.000, xs=1350.330, uq=1.000000, runtime=43.110s
Job completed: gg=3, theta=675.000, xs=1350.330, uq=1.000000, runtime=43.157s
Job completed: gg=3, theta=1350.000, xs=2025.165, uq=1.000000, runtime=43.280s
Job completed: gg=3, theta=1350.000, xs=675.494, uq=1.000000, runtime=43.844s
Job completed: gg=3, theta=-1350.000, xs=2025.165, uq=1.000000, runtime=44.500s
Job completed: gg=3, theta=-1350.000, xs=2700.000, uq=1.000000, runtime=44.785s
Job completed: gg=3, theta=-1350.000, xs=1350.330, uq=1.000000, runtime=45.183s
Job completed: gg=3, theta=-1350.000, xs=0.659, uq=1.000000, runtime=45.186s
Job completed: gg=3, theta=-1350.000, xs=675.494, uq=1.000000, runtime=45.889s
Job completed: gg=2, theta=-1350.000, xs=2025.165, uq=1.000000, runtime=47.747s
Job completed: gg=3, theta=1350.000, xs=0.659, uq=1.000000, runtime=48.950s
Job completed: gg=2, theta=-1350.000, xs=0.659, uq=1.000000, runtime=49.231s
Job completed: gg=2, theta=-675.000, xs=0.659, uq=1.000000, runtime=49.826s
Job completed: gg=3, theta=-675.000, xs=1350.330, uq=1.000000, runtime=50.412s
Job completed: gg=2, theta=-1350.000, xs=1350.330, uq=1.000000, runtime=50.613s
Job completed: gg=2, theta=-1350.000, xs=675.494, uq=1.000000, runtime=51.080s
Job completed: gg=2, theta=-1350.000, xs=2700.000, uq=1.000000, runtime=51.064s
Job completed: gg=3, theta=-675.000, xs=0.659, uq=1.000000, runtime=52.222s
Job completed: gg=3, theta=0.000, xs=0.659, uq=1.000000, runtime=52.333s
Job completed: gg=2, theta=0.000, xs=0.659, uq=1.000000, runtime=47.591s
Job completed: gg=2, theta=1350.000, xs=675.494, uq=1.000000, runtime=47.724s
Job completed: gg=2, theta=1350.000, xs=1350.330, uq=1.000000, runtime=48.230s
Job completed: gg=2, theta=-675.000, xs=1350.330, uq=1.000000, runtime=49.330s
Job completed: gg=2, theta=1350.000, xs=2025.165, uq=1.000000, runtime=50.028s
Job completed: gg=2, theta=675.000, xs=675.494, uq=1.000000, runtime=50.140s
Job completed: gg=2, theta=-675.000, xs=675.494, uq=1.000000, runtime=50.399s
Job completed: gg=1, theta=-1350.000, xs=1350.330, uq=1.000000, runtime=50.446s
Job completed: gg=1, theta=-1350.000, xs=2700.000, uq=1.000000, runtime=50.895s
Job completed: gg=1, theta=-675.000, xs=675.494, uq=1.000000, runtime=51.471s
Job completed: gg=1, theta=-1350.000, xs=675.494, uq=1.000000, runtime=52.423s
Job completed: gg=1, theta=-1350.000, xs=0.659, uq=1.000000, runtime=52.574s
Job completed: gg=2, theta=675.000, xs=0.659, uq=1.000000, runtime=52.933s
Job completed: gg=2, theta=1350.000, xs=0.659, uq=1.000000, runtime=53.254s
Job completed: gg=1, theta=-1350.000, xs=2025.165, uq=1.000000, runtime=54.785s
Job completed: gg=1, theta=0.000, xs=0.659, uq=1.000000, runtime=54.826s
Job completed: gg=1, theta=-675.000, xs=1350.330, uq=1.000000, runtime=55.247s
Job completed: gg=1, theta=-675.000, xs=0.659, uq=1.000000, runtime=55.446s
Job completed: gg=1, theta=675.000, xs=675.494, uq=1.000000, runtime=50.471s
Job completed: gg=1, theta=1350.000, xs=1350.330, uq=1.000000, runtime=50.259s
Job completed: gg=1, theta=675.000, xs=0.659, uq=1.000000, runtime=53.093s
Job completed: gg=1, theta=1350.000, xs=675.494, uq=1.000000, runtime=52.028s
Job completed: gg=1, theta=1350.000, xs=0.659, uq=1.000000, runtime=52.898s
Job completed: gg=1, theta=1350.000, xs=2025.165, uq=1.000000, runtime=52.465s
Job completed: gg=0, theta=-1350.000, xs=0.659, uq=1.000000, runtime=54.448s
Job completed: gg=0, theta=-1350.000, xs=675.494, uq=1.000000, runtime=53.021s
Job completed: gg=0, theta=-1350.000, xs=2025.165, uq=1.000000, runtime=52.026s
Job completed: gg=0, theta=-1350.000, xs=1350.330, uq=1.000000, runtime=52.782s
Job completed: gg=0, theta=-675.000, xs=675.494, uq=1.000000, runtime=54.660s
Job completed: gg=0, theta=675.000, xs=675.494, uq=1.000000, runtime=52.049s
Job completed: gg=0, theta=1350.000, xs=2025.165, uq=1.000000, runtime=51.078s
Job completed: gg=0, theta=-675.000, xs=0.659, uq=1.000000, runtime=59.317s
Job completed: gg=0, theta=675.000, xs=0.659, uq=1.000000, runtime=56.315s
Job completed: gg=0, theta=1350.000, xs=675.494, uq=1.000000, runtime=54.325s
Job completed: gg=0, theta=1350.000, xs=0.659, uq=1.000000, runtime=55.781s
Job completed: gg=0, theta=1350.000, xs=1350.330, uq=1.000000, runtime=55.199s
Job completed: gg=3, theta=675.000, xs=2025.165, uq=-0.786435, runtime=311.191s
Job completed: gg=3, theta=675.000, xs=2700.000, uq=-0.786435, runtime=320.026s
Job completed: gg=3, theta=0.000, xs=1350.330, uq=-0.786435, runtime=322.011s
Job completed: gg=2, theta=675.000, xs=2025.165, uq=-0.505347, runtime=322.621s
Job completed: gg=2, theta=-675.000, xs=2025.165, uq=-0.505347, runtime=323.100s
Job completed: gg=2, theta=0.000, xs=2025.165, uq=-0.505347, runtime=324.002s
Job completed: gg=3, theta=0.000, xs=675.494, uq=-0.786435, runtime=331.379s
Job completed: gg=2, theta=675.000, xs=2700.000, uq=-0.505347, runtime=327.187s
Job completed: gg=2, theta=-675.000, xs=2700.000, uq=-0.505347, runtime=327.289s
Job completed: gg=3, theta=-675.000, xs=2700.000, uq=-0.786435, runtime=335.504s
Job completed: gg=3, theta=0.000, xs=2700.000, uq=-0.786435, runtime=336.688s
Job completed: gg=3, theta=-675.000, xs=2025.165, uq=-0.786435, runtime=340.811s
Job completed: gg=2, theta=0.000, xs=2700.000, uq=-0.505347, runtime=344.692s
Job completed: gg=2, theta=0.000, xs=675.494, uq=-0.505347, runtime=349.482s
Job completed: gg=3, theta=0.000, xs=2025.165, uq=-0.786435, runtime=357.414s
Job completed: gg=2, theta=0.000, xs=1350.330, uq=-0.505347, runtime=352.201s
Job completed: gg=1, theta=0.000, xs=675.494, uq=-0.233840, runtime=381.152s
Job completed: gg=0, theta=675.000, xs=2025.165, uq=-0.061374, runtime=335.474s
Job completed: gg=0, theta=-675.000, xs=2700.000, uq=-0.061374, runtime=343.268s
Job completed: gg=2, theta=675.000, xs=1350.330, uq=-1.139287, runtime=391.250s
Job completed: gg=2, theta=1350.000, xs=2700.000, uq=-1.139287, runtime=392.422s
Job completed: gg=1, theta=0.000, xs=1350.330, uq=-0.233840, runtime=395.677s
Job completed: gg=1, theta=-675.000, xs=2700.000, uq=-0.233840, runtime=395.858s
Job completed: gg=0, theta=675.000, xs=2700.000, uq=-0.061374, runtime=345.936s
Job completed: gg=1, theta=-675.000, xs=2025.165, uq=-0.233840, runtime=404.889s
Job completed: gg=1, theta=0.000, xs=2700.000, uq=-0.233840, runtime=368.321s
Job completed: gg=0, theta=-675.000, xs=2025.165, uq=-0.061374, runtime=363.629s
Job completed: gg=0, theta=0.000, xs=2025.165, uq=-0.061374, runtime=363.266s
Job completed: gg=0, theta=0.000, xs=1350.330, uq=-0.061374, runtime=366.141s
Job completed: gg=1, theta=675.000, xs=2700.000, uq=-0.233840, runtime=379.924s
Job completed: gg=1, theta=0.000, xs=2025.165, uq=-0.233840, runtime=381.385s
Job completed: gg=0, theta=0.000, xs=675.494, uq=-0.061374, runtime=377.903s
Job completed: gg=1, theta=675.000, xs=2025.165, uq=-0.233840, runtime=390.422s
Job completed: gg=0, theta=0.000, xs=0.659, uq=-1.808424, runtime=385.936s
Job completed: gg=1, theta=675.000, xs=1350.330, uq=-0.289198, runtime=407.628s
Job completed: gg=0, theta=0.000, xs=2700.000, uq=-0.061374, runtime=398.508s
Job completed: gg=0, theta=-675.000, xs=1350.330, uq=-0.372093, runtime=402.679s
Job completed: gg=1, theta=1350.000, xs=2700.000, uq=-0.289198, runtime=410.839s
Job completed: gg=0, theta=675.000, xs=1350.330, uq=-0.073109, runtime=422.555s
Job completed: gg=0, theta=1350.000, xs=2700.000, uq=-0.073109, runtime=423.122s
Job completed: gg=0, theta=-1350.000, xs=2700.000, uq=-0.422012, runtime=433.588s
=== Level 0 COMPLETE: 256/256 corner points computed ===
Box subdivided: gamma=3, level 0 -> 1, theta=[-1350.00,-675.00], xs=[1350.33,2025.16]
Box subdivided: gamma=3, level 0 -> 1, theta=[-1350.00,-675.00], xs=[2025.16,2700.00]
Box subdivided: gamma=3, level 0 -> 1, theta=[-675.00,0.00], xs=[0.66,675.49]
Box subdivided: gamma=3, level 0 -> 1, theta=[-675.00,0.00], xs=[675.49,1350.33]
Box subdivided: gamma=3, level 0 -> 1, theta=[-675.00,0.00], xs=[1350.33,2025.16]
Box subdivided: gamma=3, level 0 -> 1, theta=[0.00,675.00], xs=[0.66,675.49]
Box subdivided: gamma=3, level 0 -> 1, theta=[0.00,675.00], xs=[675.49,1350.33]
Box subdivided: gamma=3, level 0 -> 1, theta=[0.00,675.00], xs=[1350.33,2025.16]
Box subdivided: gamma=3, level 0 -> 1, theta=[675.00,1350.00], xs=[1350.33,2025.16]
Box subdivided: gamma=3, level 0 -> 1, theta=[675.00,1350.00], xs=[2025.16,2700.00]
Box subdivided: gamma=2, level 0 -> 1, theta=[-1350.00,-675.00], xs=[1350.33,2025.16]
Box subdivided: gamma=2, level 0 -> 1, theta=[-1350.00,-675.00], xs=[2025.16,2700.00]
Box subdivided: gamma=2, level 0 -> 1, theta=[-675.00,0.00], xs=[0.66,675.49]
Box subdivided: gamma=2, level 0 -> 1, theta=[-675.00,0.00], xs=[675.49,1350.33]
Box subdivided: gamma=2, level 0 -> 1, theta=[-675.00,0.00], xs=[1350.33,2025.16]
Box subdivided: gamma=2, level 0 -> 1, theta=[0.00,675.00], xs=[0.66,675.49]
Box subdivided: gamma=2, level 0 -> 1, theta=[0.00,675.00], xs=[675.49,1350.33]
Box subdivided: gamma=2, level 0 -> 1, theta=[675.00,1350.00], xs=[675.49,1350.33]
Box subdivided: gamma=2, level 0 -> 1, theta=[675.00,1350.00], xs=[1350.33,2025.16]
Box subdivided: gamma=2, level 0 -> 1, theta=[675.00,1350.00], xs=[2025.16,2700.00]
Box subdivided: gamma=1, level 0 -> 1, theta=[-1350.00,-675.00], xs=[1350.33,2025.16]
Box subdivided: gamma=1, level 0 -> 1, theta=[-1350.00,-675.00], xs=[2025.16,2700.00]
Box subdivided: gamma=1, level 0 -> 1, theta=[-675.00,0.00], xs=[0.66,675.49]
Box subdivided: gamma=1, level 0 -> 1, theta=[-675.00,0.00], xs=[675.49,1350.33]
Box subdivided: gamma=1, level 0 -> 1, theta=[-675.00,0.00], xs=[1350.33,2025.16]
Box subdivided: gamma=1, level 0 -> 1, theta=[0.00,675.00], xs=[0.66,675.49]
Box subdivided: gamma=1, level 0 -> 1, theta=[0.00,675.00], xs=[675.49,1350.33]
Box subdivided: gamma=1, level 0 -> 1, theta=[675.00,1350.00], xs=[675.49,1350.33]
Box subdivided: gamma=1, level 0 -> 1, theta=[675.00,1350.00], xs=[1350.33,2025.16]
Box subdivided: gamma=1, level 0 -> 1, theta=[675.00,1350.00], xs=[2025.16,2700.00]
Box subdivided: gamma=0, level 0 -> 1, theta=[-1350.00,-675.00], xs=[675.49,1350.33]
Box subdivided: gamma=0, level 0 -> 1, theta=[-1350.00,-675.00], xs=[1350.33,2025.16]
Box subdivided: gamma=0, level 0 -> 1, theta=[-1350.00,-675.00], xs=[2025.16,2700.00]
Box subdivided: gamma=0, level 0 -> 1, theta=[-675.00,0.00], xs=[0.66,675.49]
Box subdivided: gamma=0, level 0 -> 1, theta=[-675.00,0.00], xs=[675.49,1350.33]
Box subdivided: gamma=0, level 0 -> 1, theta=[0.00,675.00], xs=[0.66,675.49]
Box subdivided: gamma=0, level 0 -> 1, theta=[0.00,675.00], xs=[675.49,1350.33]
Box subdivided: gamma=0, level 0 -> 1, theta=[675.00,1350.00], xs=[675.49,1350.33]
Box subdivided: gamma=0, level 0 -> 1, theta=[675.00,1350.00], xs=[1350.33,2025.16]
Box subdivided: gamma=0, level 0 -> 1, theta=[675.00,1350.00], xs=[2025.16,2700.00]
Level 0: 40 boxes had boundaries, 160 new boxes created, 159 new corner jobs
Job completed: gg=3, theta=-1012.500, xs=1350.330, uq=1.000000, runtime=42.728s
Job completed: gg=3, theta=-1350.000, xs=2362.583, uq=1.000000, runtime=43.070s
Job completed: gg=3, theta=337.500, xs=0.659, uq=1.000000, runtime=43.111s
Job completed: gg=3, theta=-337.500, xs=675.494, uq=1.000000, runtime=43.287s
Job completed: gg=3, theta=-1012.500, xs=1687.747, uq=1.000000, runtime=43.759s
Job completed: gg=3, theta=-1350.000, xs=1687.747, uq=1.000000, runtime=43.543s
Job completed: gg=3, theta=1350.000, xs=1687.747, uq=1.000000, runtime=44.240s
Job completed: gg=3, theta=1350.000, xs=2362.583, uq=1.000000, runtime=44.410s
Job completed: gg=3, theta=1012.500, xs=1687.747, uq=1.000000, runtime=44.607s
Job completed: gg=3, theta=-675.000, xs=338.077, uq=1.000000, runtime=45.081s
Job completed: gg=3, theta=337.500, xs=338.077, uq=1.000000, runtime=44.962s
Job completed: gg=3, theta=337.500, xs=675.494, uq=1.000000, runtime=45.288s
Job completed: gg=3, theta=1012.500, xs=1350.330, uq=1.000000, runtime=45.607s
Job completed: gg=3, theta=675.000, xs=338.077, uq=1.000000, runtime=45.459s
Job completed: gg=3, theta=-675.000, xs=1012.912, uq=1.000000, runtime=46.208s
Job completed: gg=3, theta=-1012.500, xs=2025.165, uq=1.000000, runtime=46.412s
Job completed: gg=3, theta=675.000, xs=1012.912, uq=1.000000, runtime=46.404s
Job completed: gg=3, theta=1012.500, xs=2025.165, uq=1.000000, runtime=46.769s
